DATE_RANK,AMOUNT,CUST_NO
350.0,371.58,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
351.0,813.9,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
352.0,396.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
353.0,390.28,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
354.0,372.2,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
355.0,228.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
356.0,398.86,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
357.0,414.64,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
358.0,688.96,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
359.0,184.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
360.0,212.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
361.0,619.26,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
362.0,378.18,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
363.0,961.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
364.0,916.6800000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
365.0,615.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
366.0,573.56,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
367.0,1735.0800000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
368.0,584.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
371.0,1227.26,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
372.0,406.56,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
373.0,379.78,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
374.0,1185.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
375.0,1870.86,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
376.0,2165.1000000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
377.0,2643.6,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
378.0,2653.82,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
379.0,2077.79,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
380.0,3226.62,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
381.0,3706.92,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
382.0,2030.86,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
383.0,5521.9400000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
384.0,3468.88,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
385.0,2319.34,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
386.0,2533.2,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
387.0,2373.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
388.0,3399.7900000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
389.0,2539.94,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
390.0,3403.5800000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
391.0,2418.6000000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
392.0,3206.2800000000007,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
393.0,2832.7100000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
394.0,2290.82,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
395.0,3284.9600000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
396.0,2619.4900000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
397.0,2894.1200000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
398.0,2990.9700000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
399.0,1780.7,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
400.0,1187.46,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
401.0,1246.82,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
408.0,213.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
409.0,394.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
410.0,183.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
413.0,393.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
414.0,183.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
415.0,210.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
416.0,558.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
417.0,376.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
418.0,376.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
419.0,373.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
420.0,170.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
421.0,1273.2,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
422.0,590.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
423.0,962.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
424.0,462.1,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
425.0,615.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
426.0,1036.6599999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
427.0,212.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
428.0,775.76,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
429.0,802.24,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
430.0,225.82,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
431.0,571.86,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
432.0,411.66,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
433.0,379.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
434.0,1017.2,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
435.0,883.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
436.0,1264.26,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
437.0,632.6800000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
438.0,449.64000000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
439.0,1017.0000000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
440.0,604.1,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
441.0,975.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
442.0,1196.0,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
443.0,1411.9,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
444.0,2783.7400000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
445.0,1853.1,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
446.0,1852.4000000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
447.0,2620.54,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
448.0,3745.69,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
449.0,1544.8100000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
450.0,2021.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
451.0,2253.2400000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
452.0,2249.23,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
453.0,1631.88,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
454.0,126.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
455.0,397.79999999999995,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
456.0,1837.02,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
457.0,1247.2000000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
458.0,1832.24,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
459.0,398.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
460.0,2154.0799999999995,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
461.0,2206.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
462.0,2285.9200000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
463.0,1944.6200000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
464.0,2145.2000000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
465.0,2086.46,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
466.0,2062.04,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
467.0,2078.24,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
468.0,2228.52,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
469.0,2608.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
470.0,2478.52,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
471.0,3516.82,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
472.0,3913.539999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
473.0,3623.0399999999995,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
474.0,4748.840000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
475.0,4572.780000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
476.0,4416.960000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
477.0,5000.36,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
478.0,5048.9800000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
479.0,4601.300000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
480.0,4919.4400000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
481.0,5370.599999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
482.0,4986.619999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
483.0,4956.5199999999995,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
484.0,5115.96,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
485.0,6044.999999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
486.0,5063.7,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
487.0,5171.66,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
488.0,5154.06,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
489.0,1913.52,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
490.0,2702.14,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
491.0,3340.0599999999995,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
492.0,3997.98,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
493.0,377.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
494.0,744.8199999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
495.0,839.6,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
496.0,1296.5800000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
497.0,1134.02,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
498.0,1999.2800000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
499.0,2606.6799999999994,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
500.0,2270.32,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
501.0,2069.1800000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
502.0,2322.9800000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
503.0,2550.02,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
504.0,3382.4300000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
505.0,4889.959999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
506.0,3092.77,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
507.0,2595.809999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
508.0,2539.84,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
509.0,2433.9000000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
510.0,2892.690000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
511.0,2567.0099999999998,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
512.0,3459.06,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
513.0,2533.6999999999994,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
514.0,2757.6100000000006,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
515.0,2827.4000000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
516.0,3061.4600000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
517.0,3084.9300000000007,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
520.0,2986.8999999999996,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
521.0,3420.6000000000004,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
522.0,3457.6,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
523.0,3559.4899999999984,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
524.0,3801.889999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
525.0,4246.389999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
526.0,4486.19,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
527.0,4995.789999999998,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
528.0,4190.3,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
529.0,5050.6399999999985,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
530.0,4812.66,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
531.0,4785.789999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
532.0,4375.900000000001,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
533.0,4917.5,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
534.0,4876.7,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
535.0,5199.72,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
536.0,5059.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
537.0,4482.3,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
538.0,5461.999999999996,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
539.0,5189.999999999998,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
540.0,5393.999999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
541.0,5316.299999999999,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
542.0,4423.3,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
543.0,5083.8499999999985,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
544.0,4425.4,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
545.0,4321.200000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
546.0,5801.6500000000015,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
547.0,4072.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
548.0,4115.700000000002,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
549.0,1215.2000000000003,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
550.0,1275.5000000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
551.0,1529.8,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
552.0,1419.5000000000005,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
553.0,1487.1,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
554.0,1384.1,0xF23B5CB3AF1D0F9913A45F28D02583159243C3CFC05CF817D85B44EB4D3B7E58
